reviewer_name,show_title,season_num,review_score
Critic Circle,Voyager Midnight Star,1,3
Letterboxd,Voyager Midnight Star,1,0
Metacritic,Voyager Midnight Star,1,33
CinemaScore,Voyager Midnight Star,1,1
Audience Choice,Voyager Midnight Star,1,50
Rotten Tomatoes,Voyager Midnight Star,1,44
IMDb,Voyager Midnight Star,1,10
IGN,Voyager Midnight Star,1,0
Letterboxd,Secret Horizon Rising,1,4
Critic Circle,Secret Horizon Rising,1,2
CinemaScore,Secret Horizon Rising,1,27
Audience Choice,Secret Horizon Rising,1,580
Metacritic,Secret Horizon Rising,1,80
Metacritic,Secret Horizon Rising,2,91
Roger Ebert,Secret Horizon Rising,2,0
IGN,Secret Horizon Rising,2,9
CinemaScore,Secret Horizon Rising,2,31
Audience Choice,Secret Horizon Rising,2,641
Rotten Tomatoes,Secret Horizon Rising,2,35
Critic Circle,Secret Horizon Rising,2,4
Letterboxd,Secret Horizon Rising,4,0
Critic Circle,Secret Horizon Rising,4,5
FilmAffinity,Secret Horizon Rising,4,6
IGN,Secret Horizon Rising,4,6
Rotten Tomatoes,Secret Horizon Rising,4,82
Roger Ebert,Secret Horizon Rising,4,0
Metacritic,Secret Horizon Rising,4,42
FilmAffinity,Eclipse Phantom,1,1
Audience Choice,Eclipse Phantom,1,353
Roger Ebert,Eclipse Phantom,1,2
IMDb,Eclipse Phantom,1,4
CinemaScore,Eclipse Phantom,1,45
Rotten Tomatoes,Eclipse Phantom,1,15
Letterboxd,Eclipse Phantom,1,0
Audience Choice,Eclipse Phantom,2,711
Roger Ebert,Eclipse Phantom,2,3
Critic Circle,Eclipse Phantom,2,2
IMDb,Eclipse Phantom,2,3
FilmAffinity,Eclipse Phantom,2,10
IMDb,Eclipse Phantom,3,3
CinemaScore,Eclipse Phantom,3,53
Critic Circle,Eclipse Phantom,3,4
Metacritic,Eclipse Phantom,3,53
Roger Ebert,Eclipse Phantom,3,2
IGN,Eclipse Phantom,3,8
Roger Ebert,Silver Whispers Crystal,1,2
Letterboxd,Silver Whispers Crystal,2,5
CinemaScore,Silver Whispers Crystal,2,13
Roger Ebert,Silver Whispers Crystal,2,2
Rotten Tomatoes,Silver Whispers Crystal,2,95
Audience Choice,Silver Whispers Crystal,2,888
IMDb,Silver Whispers Crystal,2,6
IGN,Silver Whispers Crystal,2,2
Critic Circle,Silver Whispers Crystal,2,0
Metacritic,Silver Whispers Crystal,2,16
Letterboxd,Silver Whispers Crystal,3,2
IGN,Golden Kingdom,2,2
FilmAffinity,Golden Kingdom,2,7
Roger Ebert,Golden Kingdom,2,0
Critic Circle,Golden Kingdom,2,5
Letterboxd,Golden Kingdom,2,0
CinemaScore,Golden Kingdom,2,9
Metacritic,Golden Kingdom,2,57
Audience Choice,Golden Kingdom,2,929
Audience Choice,Golden Kingdom,3,708
Rotten Tomatoes,Golden Kingdom,3,56
CinemaScore,Golden Kingdom,3,78
FilmAffinity,Golden Kingdom,3,7
Metacritic,Golden Kingdom,3,67
Rotten Tomatoes,Wild Dreams,1,40
Audience Choice,Wild Dreams,1,142
IMDb,Wild Dreams,1,7
Critic Circle,Wild Dreams,1,4
Roger Ebert,Wild Dreams,1,4
Metacritic,Wild Dreams,1,83
IGN,Wild Dreams,1,8
CinemaScore,Wild Dreams,1,20
FilmAffinity,Wild Dreams,1,9
IGN,Star Sky,1,8
FilmAffinity,Rising Fury Neon,2,10
IMDb,Rising Fury Neon,2,9
CinemaScore,Rising Fury Neon,2,52
Roger Ebert,Rising Fury Neon,2,2
Letterboxd,Rising Fury Neon,2,3
Critic Circle,Rising Fury Neon,2,4
IGN,Rising Fury Neon,2,7
Audience Choice,Rising Fury Neon,2,116
Metacritic,Rising Fury Neon,2,78
Roger Ebert,Silent Star,1,1
Audience Choice,Silent Star,1,986
IMDb,Silent Star,1,9
Rotten Tomatoes,Silent Star,1,44
CinemaScore,Silent Star,1,89
Metacritic,Silent Star,1,17
FilmAffinity,Silent Star,1,0
Roger Ebert,Silent Star,2,2
IGN,Silent Star,2,7
FilmAffinity,Silent Star,2,10
Letterboxd,Silent Star,2,4
IMDb,Silent Star,2,5
Critic Circle,Silent Star,2,0
Audience Choice,Silent Star,2,718
Audience Choice,Silent Star,3,39
Critic Circle,Silent Star,4,5
Roger Ebert,Silent Star,4,4
Audience Choice,Silent Star,4,254
IMDb,Silent Star,4,8
Metacritic,Silent Star,4,15
IGN,Silent Star,4,0
CinemaScore,Silent Star,4,100
Rotten Tomatoes,Silent Star,4,26
FilmAffinity,Silent Star,4,2
Rotten Tomatoes,Eternal Nightfall,1,31
Metacritic,Eternal Nightfall,1,55
Roger Ebert,Eternal Nightfall,1,4
IGN,Eternal Nightfall,1,5
FilmAffinity,Eternal Nightfall,1,5
IMDb,Fading Sky Broken,1,1
FilmAffinity,Fading Sky Broken,1,2
Audience Choice,Fading Sky Broken,1,814
Roger Ebert,Fading Sky Broken,1,1
Metacritic,Fading Sky Broken,4,6
FilmAffinity,Fading Sky Broken,4,6
Critic Circle,Fading Sky Broken,4,4
IMDb,Fading Sky Broken,4,3
Rotten Tomatoes,Fading Sky Broken,4,60
Audience Choice,Fading Sky Broken,4,158
Letterboxd,Fading Sky Broken,4,1
CinemaScore,Fading Sky Broken,4,37
Roger Ebert,Fading Sky Broken,4,4
Rotten Tomatoes,Echo Phantom,1,40
Critic Circle,Echo Phantom,1,1
FilmAffinity,Silver Crimson,1,0
IGN,Silver Crimson,1,7
Rotten Tomatoes,Silver Crimson,1,38
Audience Choice,Silver Crimson,1,176
Metacritic,Silver Crimson,1,48
Roger Ebert,Silver Crimson,1,0
CinemaScore,Silver Crimson,1,42
IMDb,Silver Crimson,1,3
IMDb,Silver Crimson,2,7
IGN,Silver Crimson,2,9
Letterboxd,Silver Crimson,2,4
Critic Circle,Silver Crimson,3,2
Metacritic,Silver Crimson,3,43
Letterboxd,Silver Crimson,3,5
IGN,Silver Crimson,3,4
IMDb,Silver Crimson,3,8
Roger Ebert,Silver Crimson,3,0
CinemaScore,Silver Crimson,3,49
Audience Choice,Silver Crimson,3,519
FilmAffinity,Silver Crimson,3,3
Critic Circle,Silver Crimson,4,1
Roger Ebert,Silver Crimson,4,3
Metacritic,Silver Crimson,4,14
IGN,Silver Crimson,4,6
Audience Choice,Silver Crimson,4,204
Rotten Tomatoes,Silver Crimson,4,13
Audience Choice,Storm Future Sky,1,197
Letterboxd,Storm Future Sky,1,0
Critic Circle,Storm Future Sky,1,1
CinemaScore,Storm Future Sky,1,76
IGN,Storm Future Sky,1,3
IMDb,Storm Future Sky,2,0
Audience Choice,Storm Future Sky,3,453
Critic Circle,Storm Future Sky,3,3
IGN,Storm Future Sky,3,7
Metacritic,Storm Future Sky,3,10
FilmAffinity,Storm Future Sky,3,2
Rotten Tomatoes,Storm Future Sky,3,93
Roger Ebert,Storm Future Sky,3,1
Letterboxd,Storm Future Sky,3,0
IMDb,Storm Future Sky,3,9
Metacritic,Eternal Dreams,1,4
Roger Ebert,Eternal Dreams,1,4
Critic Circle,Eternal Dreams,1,1
Letterboxd,Eternal Dreams,1,2
CinemaScore,Eternal Dreams,1,4
IMDb,Eternal Dreams,1,10
IGN,Eternal Dreams,1,6
Audience Choice,Eternal Dreams,2,455
Rotten Tomatoes,Star Dreams,1,62
Critic Circle,Star Dreams,2,3
IMDb,Star Dreams,2,3
Roger Ebert,Star Dreams,2,4
Metacritic,Star Dreams,2,35
CinemaScore,Star Dreams,2,47
Audience Choice,Star Dreams,2,995
Rotten Tomatoes,Star Dreams,2,94
Letterboxd,Star Dreams,2,0
FilmAffinity,Star Dreams,2,9
Letterboxd,Star Dreams,3,3
IMDb,Star Dreams,3,10
Metacritic,Star Dreams,3,40
Roger Ebert,Star Dreams,3,0
CinemaScore,Star Dreams,3,36
Rotten Tomatoes,Star Dreams,3,73
Critic Circle,Star Dreams,3,1
Audience Choice,Star Dreams,3,16
Letterboxd,Golden Voyager,1,2
Metacritic,Golden Voyager,1,73
IMDb,Golden Voyager,1,6
FilmAffinity,Golden Voyager,1,1
Audience Choice,Golden Voyager,1,801
Critic Circle,Golden Voyager,1,5
IGN,Golden Voyager,1,3
Roger Ebert,Golden Voyager,1,3
Rotten Tomatoes,Golden Voyager,1,96
Audience Choice,Golden Voyager,2,631
Rotten Tomatoes,Golden Voyager,2,6
Metacritic,Golden Voyager,2,92
FilmAffinity,Golden Voyager,2,6
CinemaScore,Golden Voyager,3,39
FilmAffinity,Golden Voyager,3,2
Metacritic,Golden Voyager,4,97
Critic Circle,Echo Horizon Wild,1,3
IGN,Echo Horizon Wild,1,7
Rotten Tomatoes,Echo Horizon Wild,3,54
FilmAffinity,Echo Horizon Wild,3,9
IGN,Echo Horizon Wild,4,6
IMDb,Echo Horizon Wild,4,8
FilmAffinity,Echo Horizon Wild,4,7
Roger Ebert,Echo Horizon Wild,4,4
CinemaScore,Echo Horizon Wild,4,68
IMDb,Hidden Magic,1,7
Rotten Tomatoes,Hidden Magic,1,90
CinemaScore,Hidden Magic,1,36
Metacritic,Hidden Magic,1,46
IMDb,Hidden Magic,2,6
CinemaScore,Hidden Magic,2,22
Letterboxd,Hidden Magic,2,4
Roger Ebert,Hidden Magic,2,0
IGN,Hidden Magic,2,8
FilmAffinity,Hidden Magic,2,1
Metacritic,Hidden Magic,2,68
Rotten Tomatoes,Hidden Magic,2,62
Letterboxd,Voyager Horizon Echo,1,4
CinemaScore,Voyager Horizon Echo,1,14
IMDb,Crystal Kingdom Silent,1,3
CinemaScore,Crystal Kingdom Silent,1,66
FilmAffinity,Crystal Kingdom Silent,1,7
Metacritic,Crystal Kingdom Silent,1,27
Critic Circle,Crystal Kingdom Silent,1,0
Metacritic,Crystal Kingdom Silent,2,82
FilmAffinity,Crystal Kingdom Silent,2,2
IMDb,Crystal Kingdom Silent,2,0
Critic Circle,Crystal Kingdom Silent,2,0
Roger Ebert,Crystal Kingdom Silent,2,3
Rotten Tomatoes,Crystal Kingdom Silent,2,21
Letterboxd,Crystal Kingdom Silent,2,1
CinemaScore,Crystal Kingdom Silent,2,14
IGN,Crystal Kingdom Silent,2,9
Rotten Tomatoes,Sky Voyager,1,93
IGN,Sky Voyager,1,2
Audience Choice,Sky Voyager,1,672
Letterboxd,Sky Voyager,1,1
Roger Ebert,Sky Voyager,1,2
FilmAffinity,Sky Voyager,1,2
IMDb,Sky Voyager,1,8
Metacritic,Sky Voyager,1,52
Rotten Tomatoes,Midnight Eternal Hidden,1,99
Letterboxd,Midnight Eternal Hidden,1,3
Metacritic,Midnight Eternal Hidden,1,79
Critic Circle,Midnight Eternal Hidden,1,3
IGN,Midnight Eternal Hidden,1,1
Audience Choice,Sky Magic Wild,1,773
Rotten Tomatoes,Sky Magic Wild,1,35
IMDb,Sky Magic Wild,1,7
FilmAffinity,Sky Magic Wild,1,6
IGN,Sky Magic Wild,1,9
Critic Circle,Sky Magic Wild,2,5
Metacritic,Sky Magic Wild,2,81
Audience Choice,Sky Magic Wild,2,294
Roger Ebert,Sky Magic Wild,2,0
IMDb,Sky Magic Wild,3,3
Letterboxd,Sky Magic Wild,3,3
Roger Ebert,Sky Magic Wild,3,3
CinemaScore,Sky Magic Wild,3,32
Rotten Tomatoes,Sky Magic Wild,3,97
Audience Choice,Sky Magic Wild,3,800
FilmAffinity,Sky Magic Wild,3,8
Metacritic,Sky Magic Wild,3,22
IGN,Sky Magic Wild,3,3
IGN,Legends Ancient,2,6
Metacritic,Legends Ancient,2,46
Critic Circle,Legends Ancient,2,0
Rotten Tomatoes,Legends Ancient,2,49
Audience Choice,Legends Ancient,2,321
FilmAffinity,Legends Ancient,2,7
Letterboxd,Legends Ancient,3,5
CinemaScore,Legends Ancient,3,60
FilmAffinity,Legends Ancient,3,2
Audience Choice,Legends Ancient,3,939
Metacritic,Legends Ancient,3,3
IGN,Legends Ancient,4,5
Letterboxd,Legends Ancient,4,5
CinemaScore,Legends Ancient,4,16
IMDb,Legends Ancient,4,5
FilmAffinity,Legends Ancient,4,4
Rotten Tomatoes,Legends Ancient,4,72
Critic Circle,Hidden Secret Kingdom,1,3
FilmAffinity,Hidden Secret Kingdom,2,5
Critic Circle,Hidden Secret Kingdom,2,1
IMDb,Hidden Secret Kingdom,2,3
Letterboxd,Hidden Secret Kingdom,2,0
Audience Choice,Hidden Secret Kingdom,2,272
Rotten Tomatoes,Hidden Secret Kingdom,2,7
Roger Ebert,Hidden Secret Kingdom,2,4
IGN,Hidden Secret Kingdom,2,5
Letterboxd,Hidden Secret Kingdom,3,5
Critic Circle,Hidden Secret Kingdom,3,4
Audience Choice,Hidden Secret Kingdom,3,837
IMDb,Hidden Secret Kingdom,3,3
Roger Ebert,Hidden Secret Kingdom,3,0
Metacritic,Hidden Secret Kingdom,3,14
FilmAffinity,Hidden Secret Kingdom,3,8
Critic Circle,Hidden Secret Kingdom,4,4
CinemaScore,Hidden Secret Kingdom,4,53
Letterboxd,Hidden Secret Kingdom,4,4
Roger Ebert,Hidden Secret Kingdom,4,4
Metacritic,Hidden Secret Kingdom,4,83
Audience Choice,Hidden Secret Kingdom,4,0
Rotten Tomatoes,Hidden Secret Kingdom,4,90
IMDb,Hidden Secret Kingdom,4,0
FilmAffinity,Hidden Secret Kingdom,4,8
IMDb,Storm Dreams Silent,2,2
CinemaScore,Storm Dreams Silent,2,60
Critic Circle,Storm Dreams Silent,2,4
IGN,Storm Dreams Silent,2,5
FilmAffinity,Storm Dreams Silent,2,10
Rotten Tomatoes,Storm Dreams Silent,2,37
Audience Choice,Storm Dreams Silent,2,933
FilmAffinity,Future Midnight Nightfall,1,3
Metacritic,Future Midnight Nightfall,1,13
Audience Choice,Future Midnight Nightfall,1,370
Letterboxd,Future Midnight Nightfall,1,1
CinemaScore,Future Midnight Nightfall,1,60
Rotten Tomatoes,Future Midnight Nightfall,1,45
FilmAffinity,Eclipse Star Kingdom,1,8
Critic Circle,Eclipse Star Kingdom,1,0
Rotten Tomatoes,Eclipse Star Kingdom,2,84
IGN,Eclipse Star Kingdom,2,4
CinemaScore,Eclipse Star Kingdom,2,100
Critic Circle,Eclipse Star Kingdom,2,1
IMDb,Eclipse Star Kingdom,2,10
Roger Ebert,Eclipse Star Kingdom,2,2
Audience Choice,Eclipse Star Kingdom,2,153
Critic Circle,Eclipse Star Kingdom,3,1
FilmAffinity,Eclipse Star Kingdom,3,0
CinemaScore,Eclipse Star Kingdom,3,86
Roger Ebert,Eclipse Star Kingdom,3,4
Rotten Tomatoes,Eclipse Star Kingdom,3,2
IGN,Eclipse Star Kingdom,3,9
IMDb,Eclipse Star Kingdom,3,9
Letterboxd,Eclipse Star Kingdom,3,0
Audience Choice,Eclipse Star Kingdom,3,127
Roger Ebert,Eclipse Star Kingdom,4,2
IGN,Eclipse Star Kingdom,4,1
Audience Choice,Eclipse Star Kingdom,4,855
Metacritic,Eclipse Star Kingdom,4,39
IMDb,Eclipse Star Kingdom,4,1
Letterboxd,Eclipse Star Kingdom,4,4
CinemaScore,Eclipse Star Kingdom,4,34
Critic Circle,Eclipse Star Kingdom,4,3
FilmAffinity,Eclipse Star Kingdom,4,6
Letterboxd,Future Wild Fury,1,1
CinemaScore,Future Wild Fury,1,23
Roger Ebert,Future Wild Fury,1,1
Roger Ebert,Future Wild Fury,2,1
Critic Circle,Future Wild Fury,2,3
Metacritic,Future Wild Fury,2,20
IMDb,Future Wild Fury,2,4
Letterboxd,Future Wild Fury,2,3
IGN,Future Wild Fury,2,7
Rotten Tomatoes,Future Wild Fury,2,48
Audience Choice,Future Wild Fury,2,399
FilmAffinity,Future Wild Fury,2,7
IMDb,Future Wild Fury,3,1
Roger Ebert,Future Wild Fury,3,4
Rotten Tomatoes,Future Wild Fury,3,48
Critic Circle,Future Wild Fury,3,3
CinemaScore,Future Wild Fury,3,80
Letterboxd,Wild Dreams Golden,1,0
Critic Circle,Wild Dreams Golden,2,0
IGN,Wild Dreams Golden,2,5
IMDb,Wild Dreams Golden,2,9
CinemaScore,Wild Dreams Golden,3,74
Rotten Tomatoes,Wild Dreams Golden,3,100
IMDb,Wild Dreams Golden,3,9
Critic Circle,Wild Dreams Golden,3,5
FilmAffinity,Wild Dreams Golden,3,5
Metacritic,Wild Dreams Golden,3,11
Letterboxd,Wild Dreams Golden,4,0
Roger Ebert,Crystal Nightfall,1,0
Critic Circle,Crystal Nightfall,1,4
IMDb,Crystal Nightfall,1,5
Letterboxd,Crystal Nightfall,1,5
Metacritic,Crystal Nightfall,1,72
FilmAffinity,Crystal Nightfall,1,8
Rotten Tomatoes,Crystal Nightfall,1,9
CinemaScore,Crystal Nightfall,1,36
Audience Choice,Crystal Nightfall,1,93
Letterboxd,Legends Wild Phantom,1,3
Rotten Tomatoes,Legends Wild Phantom,2,97
Letterboxd,Legends Wild Phantom,2,3
Roger Ebert,Legends Wild Phantom,2,0
FilmAffinity,Legends Wild Phantom,2,7
IGN,Legends Wild Phantom,3,4
Critic Circle,Legends Wild Phantom,3,1
CinemaScore,Legends Wild Phantom,3,38
Roger Ebert,Legends Wild Phantom,3,1
Rotten Tomatoes,Legends Wild Phantom,3,77
Audience Choice,Legends Wild Phantom,4,400
IMDb,Legends Wild Phantom,4,3
CinemaScore,Legends Wild Phantom,4,37
Letterboxd,Legends Wild Phantom,4,3
Rotten Tomatoes,Magic Dreams Hidden,2,23
Audience Choice,Magic Dreams Hidden,2,979
Critic Circle,Magic Dreams Hidden,3,1
Letterboxd,Voyager Legends Eclipse,1,4
Metacritic,Voyager Legends Eclipse,1,33
Rotten Tomatoes,Voyager Legends Eclipse,1,48
IGN,Voyager Legends Eclipse,1,10
IGN,Voyager Legends Eclipse,2,7
Metacritic,Voyager Legends Eclipse,2,4
Critic Circle,Eternal Voyager,1,0
CinemaScore,Eternal Voyager,1,49
IMDb,Eternal Voyager,2,3
Audience Choice,Eternal Voyager,2,224
Letterboxd,Eternal Voyager,3,5
IGN,Eternal Voyager,3,7
IMDb,Eternal Voyager,3,9
Roger Ebert,Eternal Voyager,3,1
CinemaScore,Eternal Voyager,3,55
Metacritic,Eternal Voyager,3,31
Audience Choice,Eternal Voyager,3,178
Rotten Tomatoes,Eternal Voyager,3,6
IMDb,Eternal Voyager,4,4
Rotten Tomatoes,Eternal Voyager,4,4
Metacritic,Eternal Voyager,4,53
IGN,Silver Ancient,1,0
IMDb,Silver Ancient,1,1
Roger Ebert,Silver Ancient,1,0
FilmAffinity,Silver Ancient,1,4
Critic Circle,Silver Ancient,1,2
CinemaScore,Silver Ancient,1,96
Roger Ebert,Dreams Past Storm,1,0
Letterboxd,Dreams Past Storm,1,0
Rotten Tomatoes,Dreams Past Storm,1,77
CinemaScore,Dreams Past Storm,1,38
FilmAffinity,Dreams Past Storm,1,2
Critic Circle,Dreams Past Storm,1,0
IGN,Dreams Past Storm,1,2
Audience Choice,Dreams Past Storm,1,914
IMDb,Dreams Past Storm,1,8
Roger Ebert,Fury Shadow Horizon,1,0
Audience Choice,Fury Shadow Horizon,1,69
IGN,Fury Shadow Horizon,1,5
FilmAffinity,Fury Shadow Horizon,2,3
Metacritic,Fury Shadow Horizon,2,79
CinemaScore,Fury Shadow Horizon,2,50
Audience Choice,Silver Neon,1,314
Metacritic,Silver Neon,1,80
Critic Circle,Silver Neon,1,4
Roger Ebert,Silver Neon,1,1
Rotten Tomatoes,Silver Neon,1,65
CinemaScore,Silver Neon,1,9
Letterboxd,Silver Neon,1,2
FilmAffinity,Silver Neon,1,7
CinemaScore,Silver Neon,2,86
Letterboxd,Silver Neon,2,2
Critic Circle,Silver Neon,2,3
Rotten Tomatoes,Silver Neon,2,54
Metacritic,Silver Neon,2,24
IGN,Silver Neon,3,9
CinemaScore,Silver Neon,3,97
Letterboxd,Silver Neon,3,0
Critic Circle,Silver Neon,3,4
Roger Ebert,Silver Neon,3,3
FilmAffinity,Silver Neon,3,9
Audience Choice,Silver Neon,4,172
Metacritic,Silver Neon,4,97
Rotten Tomatoes,Silver Neon,4,97
Critic Circle,Silver Neon,4,4
FilmAffinity,Silver Neon,4,10
Letterboxd,Silver Neon,4,5
Roger Ebert,Silver Neon,4,2
Roger Ebert,Kingdom Star,1,2
Audience Choice,Kingdom Star,1,138
CinemaScore,Kingdom Star,1,76
Metacritic,Kingdom Star,1,64
IMDb,Kingdom Star,1,3
IGN,Kingdom Star,1,9
Rotten Tomatoes,Kingdom Star,1,79
Critic Circle,Kingdom Star,1,1
Rotten Tomatoes,Kingdom Star,3,20
Critic Circle,Kingdom Star,3,1
IGN,Kingdom Star,3,3
Audience Choice,Kingdom Star,3,568
CinemaScore,Kingdom Star,3,10
IGN,Sky Fury Eternal,1,5
IMDb,Sky Fury Eternal,1,10
Letterboxd,Sky Fury Eternal,1,4
Rotten Tomatoes,Sky Fury Eternal,2,11
Letterboxd,Sky Fury Eternal,2,5
CinemaScore,Sky Fury Eternal,2,21
Roger Ebert,Sky Fury Eternal,2,4
Metacritic,Sky Fury Eternal,2,84
IGN,Sky Fury Eternal,2,10
Audience Choice,Sky Fury Eternal,2,942
IMDb,Sky Fury Eternal,2,0
FilmAffinity,Sky Fury Eternal,2,7
CinemaScore,Whispers Hidden,1,33
Rotten Tomatoes,Whispers Hidden,1,13
FilmAffinity,Whispers Hidden,1,3
Roger Ebert,Whispers Hidden,1,3
IMDb,Whispers Hidden,1,3
IGN,Whispers Hidden,1,4
Critic Circle,Whispers Hidden,1,2
Metacritic,Whispers Hidden,1,46
Letterboxd,Whispers Hidden,1,3
CinemaScore,Whispers Hidden,2,43
Letterboxd,Whispers Hidden,2,1
Audience Choice,Whispers Hidden,2,29
IMDb,Whispers Hidden,2,4
Metacritic,Whispers Hidden,2,11
Roger Ebert,Whispers Hidden,3,3
Metacritic,Whispers Hidden,3,53
Metacritic,Whispers Hidden,4,24
Audience Choice,Whispers Hidden,4,740
Critic Circle,Whispers Hidden,4,3
Roger Ebert,Fading Nightfall Magic,1,1
IMDb,Fading Nightfall Magic,1,5
Letterboxd,Fading Nightfall Magic,1,0
Audience Choice,Fading Nightfall Magic,1,394
IGN,Fading Nightfall Magic,1,2
Metacritic,Fading Nightfall Magic,1,30
CinemaScore,Fading Nightfall Magic,2,27
IMDb,Fading Nightfall Magic,2,2
FilmAffinity,Fading Nightfall Magic,3,10
Metacritic,Fading Nightfall Magic,3,80
IGN,Fading Nightfall Magic,3,4
IGN,Whispers Golden,1,10
Critic Circle,Whispers Golden,1,1
Letterboxd,Whispers Golden,1,5
CinemaScore,Whispers Golden,1,24
FilmAffinity,Whispers Golden,1,10
Metacritic,Whispers Golden,2,36
Roger Ebert,Whispers Golden,2,2
Letterboxd,Whispers Golden,2,2
CinemaScore,Whispers Golden,2,22
IMDb,Whispers Golden,2,10
Metacritic,Whispers Golden,3,40
Letterboxd,Whispers Golden,3,5
IMDb,Whispers Golden,3,3
IGN,Whispers Golden,3,4
Audience Choice,Whispers Golden,3,331
FilmAffinity,Whispers Golden,3,0
Rotten Tomatoes,Whispers Golden,3,85
Critic Circle,Whispers Golden,3,4
Audience Choice,Magic Crimson,1,382
IGN,Magic Crimson,1,4
CinemaScore,Magic Crimson,1,100
IMDb,Magic Crimson,1,2
FilmAffinity,Magic Crimson,1,4
Metacritic,Magic Crimson,1,94
Roger Ebert,Magic Crimson,1,4
Letterboxd,Magic Crimson,1,2
Rotten Tomatoes,Magic Crimson,2,76
Metacritic,Magic Crimson,2,10
FilmAffinity,Magic Crimson,2,9
Audience Choice,Magic Crimson,2,153
CinemaScore,Magic Crimson,2,45
Critic Circle,Magic Crimson,2,2
IMDb,Magic Crimson,2,4
Roger Ebert,Magic Crimson,2,3
Roger Ebert,Wild Sky,1,0
Metacritic,Wild Sky,1,36
Letterboxd,Wild Sky,1,3
CinemaScore,Wild Sky,1,25
FilmAffinity,Wild Sky,1,2
Critic Circle,Wild Sky,1,3
Rotten Tomatoes,Wild Sky,1,91
Roger Ebert,Wild Sky,2,2
Letterboxd,Wild Sky,3,4
Audience Choice,Wild Sky,3,26
Metacritic,Wild Sky,3,12
CinemaScore,Wild Sky,3,47
FilmAffinity,Wild Sky,3,10
Metacritic,Eclipse Dreams Kingdom,1,75
Rotten Tomatoes,Eclipse Dreams Kingdom,1,29
CinemaScore,Eclipse Dreams Kingdom,1,77
IGN,Eclipse Dreams Kingdom,2,8
Metacritic,Eclipse Dreams Kingdom,2,22
Critic Circle,Eclipse Dreams Kingdom,2,0
Critic Circle,Shadow Dreams,1,2
FilmAffinity,Shadow Dreams,1,9
IMDb,Shadow Dreams,1,4
Letterboxd,Shadow Dreams,1,4
CinemaScore,Horizon Golden,1,84
IMDb,Horizon Golden,1,10
Critic Circle,Horizon Golden,1,4
Metacritic,Horizon Golden,1,19
Audience Choice,Horizon Golden,1,811
IMDb,Horizon Golden,2,10
CinemaScore,Horizon Golden,2,70
Audience Choice,Horizon Golden,2,709
FilmAffinity,Horizon Golden,2,8
Roger Ebert,Horizon Golden,2,1
Audience Choice,Horizon Golden,3,637
Metacritic,Horizon Golden,3,69
IMDb,Horizon Golden,3,4
Critic Circle,Horizon Golden,3,1
Roger Ebert,Horizon Golden,3,2
CinemaScore,Horizon Golden,4,22
Letterboxd,Horizon Golden,4,4
FilmAffinity,Horizon Golden,4,1
IMDb,Horizon Golden,4,2
FilmAffinity,Echo River Ancient,1,6
Letterboxd,Echo River Ancient,1,0
IGN,Echo River Ancient,1,4
IMDb,Echo River Ancient,1,10
CinemaScore,Echo River Ancient,1,59
Rotten Tomatoes,Echo River Ancient,1,47
Critic Circle,Echo River Ancient,1,4
Metacritic,Echo River Ancient,1,5
Roger Ebert,Echo River Ancient,1,3
IGN,Secret Magic Midnight,1,9
Letterboxd,Secret Magic Midnight,1,1
FilmAffinity,Secret Magic Midnight,2,0
Metacritic,Secret Magic Midnight,2,75
Audience Choice,Secret Magic Midnight,2,857
IMDb,Secret Magic Midnight,2,7
CinemaScore,Secret Magic Midnight,2,3
IGN,Secret Magic Midnight,2,10
Critic Circle,Secret Magic Midnight,3,3
IMDb,Secret Magic Midnight,3,2
CinemaScore,Rising River,1,85
Critic Circle,Rising River,2,5
IGN,Rising River,2,2
Roger Ebert,Rising River,2,0
Metacritic,Rising River,2,78
IMDb,Rising River,2,7
FilmAffinity,Rising River,2,6
Rotten Tomatoes,Rising River,2,32
IMDb,Silver Silent,1,9
IGN,Silver Silent,1,6
IGN,Silver Silent,2,7
FilmAffinity,Silver Silent,2,1
Audience Choice,Silver Silent,2,592
CinemaScore,Silver Silent,2,64
Roger Ebert,Silver Silent,2,0
Letterboxd,Silver Silent,2,0
IMDb,Silver Silent,2,0
Rotten Tomatoes,Silver Silent,2,99
Roger Ebert,Silver Silent,3,1
Audience Choice,Silver Silent,3,76
Rotten Tomatoes,Silver Silent,3,11
CinemaScore,Silver Silent,3,9
IGN,Silver Silent,3,1
FilmAffinity,Silver Silent,3,7
FilmAffinity,Silver Silent,4,5
IMDb,Silver Silent,4,7
Audience Choice,Magic Star Storm,1,619
Letterboxd,Magic Star Storm,1,3
CinemaScore,Magic Star Storm,1,95
Critic Circle,Magic Star Storm,1,4
Metacritic,Magic Star Storm,1,38
Letterboxd,Fury Past River,1,3
CinemaScore,Fury Past River,1,91
Audience Choice,Fury Past River,2,787
Critic Circle,Fury Past River,2,1
Metacritic,Fury Past River,2,49
IGN,Fury Past River,2,10
Rotten Tomatoes,Fury Past River,2,38
Roger Ebert,Fury Past River,2,4
IMDb,Fury Past River,2,2
Letterboxd,Fury Past River,3,3
Roger Ebert,Fury Past River,3,0
Rotten Tomatoes,Fury Past River,3,30
CinemaScore,Fury Past River,3,58
FilmAffinity,Fury Past River,4,9
Roger Ebert,Fury Past River,4,0
Critic Circle,Fury Past River,4,4
Metacritic,Fury Past River,4,55
IMDb,Fury Past River,4,1
