stage_name,show_title,season_num,ep_num
Lucas Rodriguez Jr,Whispers Hidden,2,7
Ethan Martinez,Whispers Hidden,2,8
Jack Martin Kim,Whispers Hidden,2,9
Ivory Knight,Whispers Hidden,3,1
James Miller Smith,Whispers Hidden,3,1
Solar Forge,Whispers Hidden,3,1
Scarlet Comet,Whispers Hidden,3,1
Neon Crest,Whispers Hidden,3,2
Noah Martinez,Whispers Hidden,3,3
Henry Davis,Whispers Hidden,3,3
Ethan Anderson,Whispers Hidden,3,3
Dynamic Raven,Whispers Hidden,3,4
Olivia Martin,Whispers Hidden,3,4
Liam Taylor,Whispers Hidden,3,4
Midnight Lion,Whispers Hidden,3,5
Harper Taylor,Whispers Hidden,3,5
Emerald Voyager,Whispers Hidden,3,6
Harper Rodriguez Thompson,Whispers Hidden,4,1
Eternal Nimbus,Whispers Hidden,4,2
Mia Taylor,Whispers Hidden,4,2
Fierce Path,Whispers Hidden,4,3
Harper Rodriguez Moore,Whispers Hidden,4,3
Sophia Lopez Garcia,Whispers Hidden,4,3
Lucky Voyager,Whispers Hidden,4,3
Prime Gale,Whispers Hidden,4,4
Iron Hawk,Whispers Hidden,4,4
Fierce Canyon,Whispers Hidden,4,4
Ethan Wilson Garcia,Whispers Hidden,4,5
Lucky Token,Whispers Hidden,4,6
Emma Davis Jr,Whispers Hidden,4,6
Solar Rider,Whispers Hidden,4,7
Emma Rodriguez Johnson,Fading Nightfall Magic,1,1
Luna Lopez,Fading Nightfall Magic,1,1
Amelia Davis,Fading Nightfall Magic,1,1
Rapid River,Fading Nightfall Magic,1,1
Jack Lopez,Fading Nightfall Magic,1,2
James Anderson,Fading Nightfall Magic,1,2
Crimson Forge,Fading Nightfall Magic,1,2
Liam Davis Moore,Fading Nightfall Magic,1,2
Mia Martin Garcia,Fading Nightfall Magic,1,3
Mason Jackson Miller,Fading Nightfall Magic,1,4
Emerald Path,Fading Nightfall Magic,1,5
Fierce Comet,Fading Nightfall Magic,1,5
Lucas Brown Jr,Fading Nightfall Magic,1,5
Liam Garcia Kim,Fading Nightfall Magic,1,6
Luna Taylor,Fading Nightfall Magic,1,6
Ethan Wilson Garcia,Fading Nightfall Magic,1,6
Mia Martin,Fading Nightfall Magic,1,6
Luna Garcia,Fading Nightfall Magic,1,7
Mystic Path,Fading Nightfall Magic,1,7
Liam Garcia Johnson,Fading Nightfall Magic,1,7
Jack Martin Kim,Fading Nightfall Magic,1,7
Lucas Gonzalez Nguyen,Fading Nightfall Magic,1,8
Frost Falcon,Fading Nightfall Magic,1,8
Logan Thomas,Fading Nightfall Magic,1,8
Logan Martinez Jr,Fading Nightfall Magic,1,9
Noah Johnson Davis,Fading Nightfall Magic,2,1
Ethan Rodriguez,Fading Nightfall Magic,2,2
Olivia Williams White,Fading Nightfall Magic,2,2
Noah Williams,Fading Nightfall Magic,2,2
Henry Brown Jr,Fading Nightfall Magic,2,2
Velvet Canyon,Fading Nightfall Magic,2,3
Ella Martinez,Fading Nightfall Magic,2,3
Olivia Taylor Davis,Fading Nightfall Magic,2,4
Turbo Quest,Fading Nightfall Magic,2,4
Ethan Rodriguez,Fading Nightfall Magic,2,4
Ava Williams Davis,Fading Nightfall Magic,2,5
Sophia Jones,Fading Nightfall Magic,2,5
Quantum Reef,Fading Nightfall Magic,2,5
Cinder Rocket,Fading Nightfall Magic,2,6
Noble Shadow,Fading Nightfall Magic,2,6
Ethan Wilson Garcia,Fading Nightfall Magic,2,7
Olivia Miller,Fading Nightfall Magic,2,7
Crimson Forge,Fading Nightfall Magic,3,1
Henry Lopez,Fading Nightfall Magic,3,1
Olivia Martinez,Fading Nightfall Magic,3,1
Urban Lion,Fading Nightfall Magic,3,2
Stormy River,Fading Nightfall Magic,3,3
Liam Smith Jr,Fading Nightfall Magic,3,3
Swift Knight,Fading Nightfall Magic,3,3
Cinder Canyon,Fading Nightfall Magic,3,3
Fierce Comet,Fading Nightfall Magic,3,4
Isabella Williams White,Fading Nightfall Magic,3,4
Rapid River,Fading Nightfall Magic,3,4
Henry Jackson Smith,Fading Nightfall Magic,3,4
Henry Thomas,Fading Nightfall Magic,3,5
Liam Davis Jr,Fading Nightfall Magic,3,5
Ava Miller,Fading Nightfall Magic,3,6
Amelia Thomas Jr,Fading Nightfall Magic,3,6
Mia Martinez Garcia,Fading Nightfall Magic,3,7
Urban Lion,Fading Nightfall Magic,3,7
Midnight Dancer,Fading Nightfall Magic,3,7
Lucas Brown Jr,Fading Nightfall Magic,3,8
Henry Thomas Jr,Fading Nightfall Magic,3,8
Logan Rodriguez,Fading Nightfall Magic,3,8
Wild Voyager,Fading Nightfall Magic,3,9
James Thomas,Fading Nightfall Magic,3,9
Logan Anderson,Fading Nightfall Magic,3,9
John Jones,Fading Nightfall Magic,3,9
Henry Lopez,Fading Nightfall Magic,3,10
Sophia Brown,Fading Nightfall Magic,3,11
Dynamic Pulse,Fading Nightfall Magic,3,11
Silent Storm,Whispers Golden,1,1
Harper Garcia Kim,Whispers Golden,1,1
Swift Pulse,Whispers Golden,1,2
Amelia Miller,Whispers Golden,1,3
Harper Smith,Whispers Golden,1,3
Crystal Crest,Whispers Golden,1,3
Mason Hernandez,Whispers Golden,1,3
Mason Hernandez,Whispers Golden,1,4
Blazing Phoenix,Whispers Golden,1,4
Logan Williams,Whispers Golden,1,5
Isabella Rodriguez Garcia,Whispers Golden,1,5
Mason Johnson Johnson,Whispers Golden,1,5
Atomic Hawk,Whispers Golden,1,6
Harper Garcia,Whispers Golden,1,7
Rusty Sage,Whispers Golden,1,7
Mia Rodriguez,Whispers Golden,1,7
Olivia Wilson Moore,Whispers Golden,1,7
Ava Wilson,Whispers Golden,1,8
Ava Martin,Whispers Golden,1,9
Olivia Moore,Whispers Golden,1,9
Lucas Gonzalez Johnson,Whispers Golden,1,9
Ava Wilson,Whispers Golden,1,10
Ethan Thomas,Whispers Golden,1,10
Urban Dragon,Whispers Golden,1,11
Ethan Rodriguez,Whispers Golden,1,11
Ava Brown,Whispers Golden,1,11
Ivory Specter,Whispers Golden,2,1
Logan Jackson,Whispers Golden,2,2
Noah Martin,Whispers Golden,2,2
Sophia Jones,Whispers Golden,2,3
Lunar Brook,Whispers Golden,2,3
Liam Rodriguez,Whispers Golden,2,3
Wild Gale,Whispers Golden,2,4
Urban Dragon,Whispers Golden,2,4
Ethan Brown,Whispers Golden,2,5
Chrome Star,Whispers Golden,2,5
Crystal Crest,Whispers Golden,2,5
Velvet Falcon,Whispers Golden,2,6
Rapid Spark,Whispers Golden,2,6
Crimson Rune,Whispers Golden,2,6
Onyx Shade,Whispers Golden,2,7
Emma Davis,Whispers Golden,2,8
Chrome Storm,Whispers Golden,2,8
Velvet Falcon,Whispers Golden,2,9
Emma Miller,Whispers Golden,2,9
Olivia Taylor Davis,Whispers Golden,2,9
Liam Martinez,Whispers Golden,3,1
Ethan Martin,Whispers Golden,3,1
Shadow Lion,Whispers Golden,3,2
Lucas Williams,Whispers Golden,3,2
Liam Taylor,Whispers Golden,3,2
Urban Rebel,Whispers Golden,3,2
Cinder Raven,Whispers Golden,3,3
Sophia Jones,Whispers Golden,3,3
Cinder Raven,Whispers Golden,3,4
Emma Wilson,Whispers Golden,3,4
Urban Rebel,Whispers Golden,3,4
Crystal Phoenix,Whispers Golden,3,5
Emma Rodriguez,Whispers Golden,3,5
Ethan Jackson,Whispers Golden,3,5
Amelia Miller,Whispers Golden,3,6
Jack Thomas,Whispers Golden,3,7
Mia Moore,Magic Crimson,1,1
Lucas Lopez,Magic Crimson,1,1
Olivia Anderson,Magic Crimson,1,2
Mia Johnson Jr,Magic Crimson,1,2
Mason Hernandez,Magic Crimson,1,2
Mason Johnson,Magic Crimson,1,3
Lucas Anderson,Magic Crimson,1,3
Emma Davis,Magic Crimson,1,4
Logan Martin,Magic Crimson,1,4
Olivia Wilson,Magic Crimson,1,4
Golden Pulse,Magic Crimson,1,4
Wild Dancer,Magic Crimson,1,5
Silent Rebel,Magic Crimson,1,5
Luna Thomas,Magic Crimson,1,6
Dynamic Pulse,Magic Crimson,1,6
Ethan Martin,Magic Crimson,1,6
Olivia Martin,Magic Crimson,1,7
Liam Jackson Jr,Magic Crimson,1,7
Harper Brown,Magic Crimson,1,7
Mia Rodriguez,Magic Crimson,1,8
Scarlet Blaze,Magic Crimson,1,8
Rapid Lion,Magic Crimson,1,8
Swift Rider,Magic Crimson,1,8
Henry Smith,Magic Crimson,1,9
Shadow Lion,Magic Crimson,1,9
Noah Miller,Magic Crimson,2,1
Liam Rodriguez,Magic Crimson,2,1
Luna Jones,Magic Crimson,2,2
Luna Thomas,Magic Crimson,2,3
Swift Knight,Magic Crimson,2,3
Golden Pulse,Magic Crimson,2,4
Dynamic Spark,Magic Crimson,2,4
James Miller,Magic Crimson,2,4
Ethan Jackson Jr,Magic Crimson,2,5
Mason Taylor,Magic Crimson,2,5
Turbo Brook,Magic Crimson,2,5
Isabella Jackson Smith,Magic Crimson,2,6
Isabella Williams Jr,Magic Crimson,2,7
Ultra Bolt,Magic Crimson,2,8
Luna Taylor Brown,Wild Sky,1,1
Sophia Garcia,Wild Sky,1,1
Amelia Davis,Wild Sky,1,2
Mason Hernandez Johnson,Wild Sky,1,2
Logan Rodriguez,Wild Sky,1,3
Scarlet Crest,Wild Sky,1,3
Ethan Miller Miller,Wild Sky,1,4
Midnight Wolf,Wild Sky,1,4
Neon Brook,Wild Sky,1,4
Eternal Path,Wild Sky,1,5
Chrome Star,Wild Sky,1,5
Fierce Comet,Wild Sky,1,6
Ava Martin,Wild Sky,1,6
John Miller,Wild Sky,1,6
Ultra Crest,Wild Sky,1,6
Harper Martin,Wild Sky,1,7
Logan Martinez,Wild Sky,1,7
Onyx Shade,Wild Sky,1,8
Henry Williams,Wild Sky,1,8
Ella Moore,Wild Sky,1,8
Sophia Garcia,Wild Sky,1,9
Jack Williams Davis,Wild Sky,1,9
Noah Williams,Wild Sky,1,9
Ultra Crest,Wild Sky,1,9
Lucas Brown Jr,Wild Sky,1,10
Rapid River,Wild Sky,2,1
Liam Garcia Kim,Wild Sky,2,1
Harper Johnson,Wild Sky,2,1
Isabella Jackson Smith,Wild Sky,2,1
James Jones,Wild Sky,2,2
Lucas Gonzalez,Wild Sky,2,2
Silent Rebel,Wild Sky,2,2
Prime Rebel,Wild Sky,2,2
Phantom Hawk,Wild Sky,2,3
Emma Davis Jr,Wild Sky,2,4
Bronze Shade,Wild Sky,2,5
James Miller Smith,Wild Sky,2,5
Mia Johnson Jr,Wild Sky,2,5
Amelia Gonzalez,Wild Sky,2,5
Dynamic Pulse,Wild Sky,2,6
Royal Sage,Wild Sky,2,6
Crystal Reef,Wild Sky,2,6
Ivory Specter,Wild Sky,2,7
Radiant Viper,Wild Sky,2,7
Rustic Spark,Wild Sky,2,7
Emma Rodriguez Johnson,Wild Sky,2,8
Emma Miller,Wild Sky,2,8
Lucas Brown,Wild Sky,3,1
Amelia Gonzalez,Wild Sky,3,1
Harper Brown,Wild Sky,3,2
Rapid Quest,Wild Sky,3,3
Fierce Lion,Wild Sky,3,3
Olivia Rodriguez,Wild Sky,3,4
Swift Knight,Wild Sky,3,4
Ethan Brown,Wild Sky,3,5
Noah Martinez Miller,Wild Sky,3,5
Mason Taylor,Wild Sky,3,5
Rapid Echo,Wild Sky,3,6
Logan Martinez,Wild Sky,3,6
Ethan Thomas,Wild Sky,3,6
Logan Taylor,Wild Sky,3,7
Noah Moore,Wild Sky,3,7
Logan Moore,Wild Sky,3,7
Henry Davis,Wild Sky,3,7
James Anderson,Wild Sky,3,8
Midnight Wolf,Wild Sky,3,8
Olivia Bones,Wild Sky,3,8
Amelia Thomas,Wild Sky,3,9
Crystal Comet,Wild Sky,3,9
Fierce Comet,Wild Sky,3,10
Prime Shadow,Wild Sky,3,10
Crystal Tiger,Eclipse Dreams Kingdom,1,1
Emerald Jade,Eclipse Dreams Kingdom,1,1
Harper Lopez,Eclipse Dreams Kingdom,1,1
Luna Garcia,Eclipse Dreams Kingdom,1,2
Wild Brook,Eclipse Dreams Kingdom,1,3
Atomic Hawk,Eclipse Dreams Kingdom,1,3
Ella Williams,Eclipse Dreams Kingdom,1,3
Emma Jackson,Eclipse Dreams Kingdom,1,3
Crimson Phoenix,Eclipse Dreams Kingdom,1,4
Midnight Crest Jr,Eclipse Dreams Kingdom,1,5
Golden Pilot,Eclipse Dreams Kingdom,1,5
Electric Token,Eclipse Dreams Kingdom,1,6
Fierce Dancer,Eclipse Dreams Kingdom,1,7
Olivia Smith Jr,Eclipse Dreams Kingdom,1,7
Ethan Rodriguez,Eclipse Dreams Kingdom,1,8
Lucky Dawn,Eclipse Dreams Kingdom,1,9
Chrome Phoenix,Eclipse Dreams Kingdom,1,10
Onyx Shade,Eclipse Dreams Kingdom,1,10
Luna Brown Garcia,Eclipse Dreams Kingdom,1,11
Liam Garcia Kim,Eclipse Dreams Kingdom,2,1
Sophia Garcia,Eclipse Dreams Kingdom,2,2
Frozen Specter,Eclipse Dreams Kingdom,2,2
Harper Jackson,Eclipse Dreams Kingdom,2,3
Noah Johnson,Eclipse Dreams Kingdom,2,3
Turbo Knight,Eclipse Dreams Kingdom,2,4
Isabella Jackson Smith,Eclipse Dreams Kingdom,2,5
Mia Martin Garcia,Eclipse Dreams Kingdom,2,5
Wild Reef,Eclipse Dreams Kingdom,2,5
James Anderson,Eclipse Dreams Kingdom,2,6
Sophia Williams Johnson,Eclipse Dreams Kingdom,2,6
Lucas Rodriguez,Eclipse Dreams Kingdom,2,6
Lunar Wolf,Eclipse Dreams Kingdom,2,7
Olivia Parker,Eclipse Dreams Kingdom,2,7
Prime Shadow,Eclipse Dreams Kingdom,2,7
Isabella Rodriguez,Eclipse Dreams Kingdom,2,8
Logan Anderson,Eclipse Dreams Kingdom,2,8
Crystal Whisper,Eclipse Dreams Kingdom,2,9
Sophia Lopez Garcia,Eclipse Dreams Kingdom,2,9
Lucas Brown,Eclipse Dreams Kingdom,2,10
Blazing Canyon,Shadow Dreams,1,1
Eternal Bolt,Shadow Dreams,1,1
Silent Storm,Shadow Dreams,1,2
Logan Johnson,Shadow Dreams,1,3
Luna Anderson,Shadow Dreams,1,3
Turbo Pulse,Shadow Dreams,1,4
Sophia Lopez,Shadow Dreams,1,5
Logan Rodriguez Smith,Shadow Dreams,1,5
Jack Martin Thompson,Shadow Dreams,1,5
Harper Rodriguez,Shadow Dreams,1,6
Shadow Lion,Shadow Dreams,1,6
Emma Gonzalez,Shadow Dreams,1,7
Jack Garcia,Shadow Dreams,1,7
Ivory Specter,Shadow Dreams,1,8
Henry Taylor,Shadow Dreams,1,8
Logan Rodriguez,Shadow Dreams,1,8
James Thomas,Horizon Golden,1,1
Scarlet Comet,Horizon Golden,1,2
Dynamic Spark,Horizon Golden,1,3
Mia Lopez,Horizon Golden,1,3
Isabella Gonzalez,Horizon Golden,1,4
Prime Shadow,Horizon Golden,1,4
Henry Anderson,Horizon Golden,1,4
Lunar Specter,Horizon Golden,1,5
Noah Martinez,Horizon Golden,1,5
Henry Smith,Horizon Golden,1,5
Emma Rodriguez Johnson,Horizon Golden,1,6
Mia Martinez Garcia,Horizon Golden,1,7
Luna Jones Jr,Horizon Golden,1,8
Amelia Hernandez,Horizon Golden,1,8
Olivia Brown,Horizon Golden,1,9
Fierce Lion,Horizon Golden,1,9
Harper Rodriguez Moore,Horizon Golden,1,10
Logan Rodriguez Smith,Horizon Golden,1,10
Blue Dancer,Horizon Golden,2,1
James Miller,Horizon Golden,2,1
Rustic Spark,Horizon Golden,2,1
Mia Rodriguez Brown,Horizon Golden,2,2
Mason Moore,Horizon Golden,2,2
Amelia Martin,Horizon Golden,2,2
Sophia Rodriguez,Horizon Golden,2,3
Mia Moore,Horizon Golden,2,3
Wild Dancer,Horizon Golden,2,4
Liam Taylor Jr,Horizon Golden,2,4
Swift Token,Horizon Golden,2,5
Liam Smith,Horizon Golden,2,6
Ethan Thomas,Horizon Golden,2,6
Luna Martinez,Horizon Golden,2,7
Emerald Whisper,Horizon Golden,2,7
Lucky Dawn,Horizon Golden,2,7
Rapid River,Horizon Golden,2,7
Sophia Rodriguez,Horizon Golden,2,8
Neon Rebel,Horizon Golden,2,8
Ethan Miller Miller,Horizon Golden,2,8
Noble Shadow,Horizon Golden,2,9
Olivia Miller,Horizon Golden,2,9
Ella Thomas,Horizon Golden,2,9
Olivia Brown,Horizon Golden,2,9
Olivia Williams Johnson,Horizon Golden,2,10
Rusty Sage,Horizon Golden,2,10
Iron Echo,Horizon Golden,2,10
Harper Taylor Jr,Horizon Golden,2,10
Henry Thomas Jr,Horizon Golden,2,11
Blue Dancer,Horizon Golden,3,1
Neon Pulse,Horizon Golden,3,1
Sophia Martinez,Horizon Golden,3,2
Ethan Rodriguez,Horizon Golden,3,2
Crimson Rune,Horizon Golden,3,3
James Brown,Horizon Golden,3,3
Lucky Dawn,Horizon Golden,3,3
Harper Garcia Kim,Horizon Golden,3,3
Emma Gonzalez,Horizon Golden,3,4
Ethan Hernandez,Horizon Golden,3,5
Ella Anderson,Horizon Golden,3,6
Isabella Jackson Smith,Horizon Golden,3,6
Emma Davis,Horizon Golden,3,6
Emma Rodriguez,Horizon Golden,3,6
Amber Bolt,Horizon Golden,3,7
Mia Taylor Garcia,Horizon Golden,3,7
Liam Jones,Horizon Golden,3,7
Mason Hernandez Johnson,Horizon Golden,3,8
Golden Pulse,Horizon Golden,3,9
Henry Jackson,Horizon Golden,3,10
Isabella Rodriguez Garcia,Horizon Golden,3,11
Emma Williams Jr,Horizon Golden,3,11
Neon Spark,Horizon Golden,3,11
Henry Gonzalez,Horizon Golden,3,11
Olivia Martinez,Horizon Golden,4,1
Logan Taylor,Horizon Golden,4,1
Emerald Reef,Horizon Golden,4,1
Harper Rodriguez Thompson,Horizon Golden,4,2
Henry Lopez,Horizon Golden,4,3
Noah Miller,Horizon Golden,4,3
Henry Thomas,Horizon Golden,4,4
Stormy Crest,Horizon Golden,4,4
John Hernandez,Horizon Golden,4,5
Ella Williams,Horizon Golden,4,5
Amelia Davis,Horizon Golden,4,5
Mason Gonzalez,Horizon Golden,4,5
Mia Hernandez,Horizon Golden,4,6
Sophia Smith,Horizon Golden,4,6
Luna Brown Garcia,Horizon Golden,4,7
Logan Williams,Horizon Golden,4,7
Rapid River,Horizon Golden,4,8
Noah Martin,Horizon Golden,4,9
Scarlet Comet,Horizon Golden,4,9
Sophia Garcia Jr,Horizon Golden,4,10
Lucas Brown Jr,Horizon Golden,4,10
Golden Pulse,Horizon Golden,4,11
Ella Garcia,Horizon Golden,4,11
Vivid Jade,Echo River Ancient,1,1
Harper Lopez,Echo River Ancient,1,1
Ivory Rocket,Echo River Ancient,1,1
Lunar Wolf,Echo River Ancient,1,1
Amelia Anderson,Echo River Ancient,1,2
Atomic Wolf,Echo River Ancient,1,3
Henry Thomas,Echo River Ancient,1,3
Crimson Phoenix,Echo River Ancient,1,3
Lunar Wolf,Echo River Ancient,1,3
Lucas Gonzalez Johnson,Echo River Ancient,1,4
Amelia Thomas Jr,Echo River Ancient,1,4
Neon Rebel,Echo River Ancient,1,4
Jack Lopez Jr,Echo River Ancient,1,5
Harper Johnson,Echo River Ancient,1,5
Quantum Jade,Echo River Ancient,1,5
Olivia Moore,Echo River Ancient,1,5
Ivory Quest,Echo River Ancient,1,6
Olivia Bones,Echo River Ancient,1,6
Ava Martin,Secret Magic Midnight,1,1
James Miller Smith,Secret Magic Midnight,1,2
Mason Johnson,Secret Magic Midnight,1,2
Golden Pulse,Secret Magic Midnight,1,3
Emma Miller,Secret Magic Midnight,1,3
James Miller Smith,Secret Magic Midnight,1,4
John Rodriguez,Secret Magic Midnight,1,4
Henry Brown White,Secret Magic Midnight,1,4
Blazing Echo,Secret Magic Midnight,1,4
Scarlet Rose,Secret Magic Midnight,1,5
Luna Garcia,Secret Magic Midnight,1,6
Henry Davis,Secret Magic Midnight,2,1
Isabella Anderson,Secret Magic Midnight,2,1
Logan Garcia,Secret Magic Midnight,2,1
Noah Moore,Secret Magic Midnight,2,2
Silent Shade Jr,Secret Magic Midnight,2,3
Wild Dancer,Secret Magic Midnight,2,4
Emma Davis,Secret Magic Midnight,2,4
John Taylor,Secret Magic Midnight,2,5
Lucas Gonzalez Nguyen,Secret Magic Midnight,2,5
Ivory Hawk,Secret Magic Midnight,2,5
Jack Smith,Secret Magic Midnight,2,6
Bronze Shade,Secret Magic Midnight,2,6
Mia Jones Garcia,Secret Magic Midnight,2,6
Henry Lopez,Secret Magic Midnight,2,7
Mason Garcia,Secret Magic Midnight,2,7
Midnight Rider,Secret Magic Midnight,2,7
Iron Hawk,Secret Magic Midnight,2,7
Frozen Shadow,Secret Magic Midnight,2,8
Rapid Lion,Secret Magic Midnight,2,8
Ivory Hawk,Secret Magic Midnight,2,8
Wild Trace,Secret Magic Midnight,3,1
Isabella Jackson Smith,Secret Magic Midnight,3,1
Velvet Canyon,Secret Magic Midnight,3,1
Ivory Pulse,Secret Magic Midnight,3,1
Jack Thomas,Secret Magic Midnight,3,2
Chrome Phoenix,Secret Magic Midnight,3,2
Logan Johnson,Secret Magic Midnight,3,3
James Brown,Secret Magic Midnight,3,3
Henry Taylor Johnson,Secret Magic Midnight,3,4
Golden Pulse,Secret Magic Midnight,3,4
Henry Lopez Garcia,Secret Magic Midnight,3,4
Crimson Forge,Secret Magic Midnight,3,5
Olivia Anderson,Secret Magic Midnight,3,5
Olivia Williams White,Secret Magic Midnight,3,5
Noah Martinez Kim,Secret Magic Midnight,3,6
Blazing Trace,Secret Magic Midnight,3,6
Henry Martin,Secret Magic Midnight,3,6
Rustic Gale,Secret Magic Midnight,3,7
Mason Jones,Secret Magic Midnight,3,8
Phantom Hawk,Secret Magic Midnight,3,9
Neon Brook,Secret Magic Midnight,3,9
Neon Brook,Secret Magic Midnight,3,10
John Smith,Rising River,1,1
Logan Gonzalez,Rising River,1,2
Solar Rider,Rising River,1,2
Shadow Quest,Rising River,1,2
Cinder Canyon,Rising River,1,3
Lunar Specter,Rising River,1,3
Mystic Path,Rising River,1,3
Logan Johnson,Rising River,1,3
Crimson Dawn,Rising River,1,4
Lunar Brook,Rising River,1,4
Jack Martin Kim,Rising River,1,5
Mason Gonzalez Johnson,Rising River,1,5
Vivid Frost,Rising River,1,5
John Rodriguez,Rising River,1,6
Noah Martin,Rising River,1,6
Wild Brook,Rising River,1,6
Luna Lopez,Rising River,1,6
Liam Smith Jr,Rising River,1,7
Ethan Brown,Rising River,1,7
Rusty Sage,Rising River,1,7
Henry Lopez,Rising River,2,1
Logan Johnson Davis,Rising River,2,2
Quantum Reef,Rising River,2,2
Noah Martinez,Rising River,2,3
Amelia Davis,Rising River,2,4
Radiant Jade,Rising River,2,5
Fierce Comet,Rising River,2,5
Henry Thomas Jr,Rising River,2,5
Mia Taylor,Rising River,2,6
Jack Lopez Jr,Rising River,2,6
Liam Anderson,Rising River,2,7
Mia Johnson,Rising River,2,7
John Taylor,Rising River,2,7
Jack Martin,Rising River,2,7
Olivia Lopez Jr,Silver Silent,1,1
James Moore Johnson,Silver Silent,1,1
Wild Voyager,Silver Silent,1,2
Emerald Rider,Silver Silent,1,3
Olivia Lopez Jr,Silver Silent,1,3
Lucky Voyager,Silver Silent,1,3
Emma Davis,Silver Silent,1,4
Turbo Pulse,Silver Silent,1,4
Sophia Brown,Silver Silent,1,5
Chrome Storm,Silver Silent,1,5
Isabella Anderson,Silver Silent,1,6
Harper Rodriguez Thompson,Silver Silent,2,1
Noah Taylor,Silver Silent,2,1
Mason Gonzalez,Silver Silent,2,2
Jack Lopez Jr,Silver Silent,2,2
Olivia Martin,Silver Silent,2,2
Emerald Jade,Silver Silent,2,2
Logan Rodriguez,Silver Silent,2,3
Ella Thomas,Silver Silent,2,3
Frost Raven,Silver Silent,2,4
Mia Taylor Garcia,Silver Silent,2,4
Onyx Pilot,Silver Silent,2,5
Noah Wilson,Silver Silent,2,6
Prime Pilot,Silver Silent,2,7
Noah Thomas,Silver Silent,2,8
Mia Rodriguez,Silver Silent,2,8
Onyx Viper,Silver Silent,2,8
Cinder Raven,Silver Silent,2,8
Liam Jones,Silver Silent,2,9
Isabella Williams White,Silver Silent,2,9
Ella Johnson,Silver Silent,2,9
Vivid Frost,Silver Silent,2,10
Liam Garcia Kim,Silver Silent,2,10
John Martin,Silver Silent,2,10
Olivia Taylor,Silver Silent,2,10
Radiant Jade,Silver Silent,2,11
Blazing Phoenix,Silver Silent,2,11
Liam Jackson Jr,Silver Silent,2,11
Emma Garcia Nguyen,Silver Silent,2,11
Liam Smith,Silver Silent,3,1
Lucas Brown Jr,Silver Silent,3,1
Amelia Thomas Jr,Silver Silent,3,2
Velvet Canyon,Silver Silent,3,2
John Taylor,Silver Silent,3,3
Ethan Thomas,Silver Silent,3,4
Olivia Miller Miller,Silver Silent,3,4
Ava Wilson,Silver Silent,3,4
Jack Wilson,Silver Silent,3,4
Prime Pilot,Silver Silent,3,5
Scarlet Comet,Silver Silent,3,5
Luna Garcia,Silver Silent,3,5
Henry Jackson,Silver Silent,3,6
Chrome Storm,Silver Silent,3,7
Crimson Phoenix,Silver Silent,3,8
Mia Davis,Silver Silent,3,8
Mason Gonzalez,Silver Silent,3,8
James Taylor,Silver Silent,3,8
Jack Martin Smith,Silver Silent,3,9
Jack Martin,Silver Silent,3,9
Ella Johnson,Silver Silent,4,1
Liam Smith,Silver Silent,4,2
Mia Hernandez,Silver Silent,4,2
Logan Martinez Jr,Silver Silent,4,3
Noah Smith,Silver Silent,4,3
James Smith,Silver Silent,4,3
Luna Jackson,Silver Silent,4,3
Isabella Jackson,Silver Silent,4,4
Mia Lopez,Silver Silent,4,4
Emma Miller,Silver Silent,4,4
Frost River,Silver Silent,4,4
Rapid Spark,Silver Silent,4,5
James Wilson,Silver Silent,4,6
Luna Brown,Silver Silent,4,6
Mystic Jade,Silver Silent,4,7
Sophia Smith,Silver Silent,4,7
Turbo Brook,Silver Silent,4,7
Lunar Shadow,Silver Silent,4,8
Liam Garcia,Silver Silent,4,8
Amelia Jones,Magic Star Storm,1,1
Logan Jackson,Magic Star Storm,1,1
Ella Anderson,Magic Star Storm,1,2
Henry Lopez,Magic Star Storm,1,2
Harper Garcia Davis,Magic Star Storm,1,3
Stormy River,Magic Star Storm,1,3
Frozen Specter,Magic Star Storm,1,3
Mia Williams,Magic Star Storm,1,4
Sophia Garcia Jr,Magic Star Storm,1,4
Scarlet Blaze,Magic Star Storm,1,4
Olivia Miller,Magic Star Storm,1,5
Onyx Shade,Magic Star Storm,1,5
Sophia Lopez Garcia,Magic Star Storm,1,5
Logan Martinez Jr,Magic Star Storm,1,6
Radiant Viper,Magic Star Storm,1,6
Olivia Wilson,Magic Star Storm,1,7
Logan Rodriguez,Magic Star Storm,1,7
Henry Williams,Magic Star Storm,1,8
Sophia Lopez,Magic Star Storm,1,8
Mystic Wolf,Magic Star Storm,1,8
Emma Garcia Nguyen,Magic Star Storm,1,8
Jack Williams,Magic Star Storm,1,9
Frozen Specter,Magic Star Storm,1,9
Amelia Hernandez,Magic Star Storm,1,9
Mia Johnson,Magic Star Storm,1,9
Henry Martin,Magic Star Storm,1,10
Velvet Falcon,Magic Star Storm,1,10
Solar Forge,Magic Star Storm,1,10
Mystic Path,Magic Star Storm,1,10
Jack Martin Smith,Fury Past River,1,1
Rapid Lion,Fury Past River,1,2
Jack Williams,Fury Past River,1,3
Lucas Gonzalez Nguyen,Fury Past River,1,3
Amber Shade,Fury Past River,1,3
Eternal Bolt,Fury Past River,1,4
Amelia Thomas,Fury Past River,1,4
Crystal Phoenix,Fury Past River,1,4
John Miller,Fury Past River,1,4
Amelia Martin,Fury Past River,1,5
Ethan Rodriguez,Fury Past River,1,6
Liam Garcia Johnson,Fury Past River,1,6
