show_title,season_num,ep_num,ep_name,ep_length
Secret Phantom Shadow,2,1,Episode 1,35
Secret Phantom Shadow,2,2,Episode 2,38
Secret Phantom Shadow,2,3,Episode 3,88
Secret Phantom Shadow,2,4,Episode 4,85
Secret Phantom Shadow,2,5,Episode 5,68
Secret Phantom Shadow,2,6,Episode 6,32
Secret Phantom Shadow,2,7,Episode 7,89
Secret Phantom Shadow,3,1,Episode 1,69
Secret Phantom Shadow,3,2,Episode 2,46
Secret Phantom Shadow,3,3,Episode 3,49
Secret Phantom Shadow,3,4,Episode 4,73
Secret Phantom Shadow,3,5,Episode 5,72
Secret Phantom Shadow,3,6,Episode 6,73
Secret Phantom Shadow,3,7,Episode 7,44
Eternal Future Rising,1,1,Episode 1,60
Eternal Future Rising,1,2,Episode 2,56
Eternal Future Rising,1,3,Episode 3,61
Eternal Future Rising,1,4,Episode 4,78
Eternal Future Rising,1,5,Episode 5,77
Eternal Future Rising,1,6,Episode 6,56
Eternal Future Rising,1,7,Episode 7,81
Eternal Future Rising,1,8,Episode 8,73
Eternal Future Rising,1,9,Episode 9,36
Eternal Future Rising,2,1,Episode 1,35
Eternal Future Rising,2,2,Episode 2,84
Eternal Future Rising,2,3,Episode 3,41
Eternal Future Rising,2,4,Episode 4,57
Eternal Future Rising,2,5,Episode 5,61
Eternal Future Rising,2,6,Episode 6,48
Eternal Future Rising,2,7,Episode 7,44
Eternal Future Rising,2,8,Episode 8,75
Eternal Future Rising,3,1,Episode 1,53
Eternal Future Rising,3,2,Episode 2,89
Eternal Future Rising,3,3,Episode 3,71
Eternal Future Rising,3,4,Episode 4,61
Eternal Future Rising,3,5,Episode 5,75
Eternal Future Rising,3,6,Episode 6,57
Eternal Future Rising,3,7,Episode 7,35
Eternal Future Rising,4,1,Episode 1,60
Eternal Future Rising,4,2,Episode 2,39
Eternal Future Rising,4,3,Episode 3,54
Eternal Future Rising,4,4,Episode 4,57
Eternal Future Rising,4,5,Episode 5,51
Eternal Future Rising,4,6,Episode 6,70
Eternal Future Rising,4,7,Episode 7,61
Eternal Future Rising,4,8,Episode 8,52
Eternal Future Rising,4,9,Episode 9,88
Wild Galaxy Future,1,1,Episode 1,30
Wild Galaxy Future,1,2,Episode 2,67
Wild Galaxy Future,1,3,Episode 3,77
Wild Galaxy Future,1,4,Episode 4,41
Wild Galaxy Future,1,5,Episode 5,54
Wild Galaxy Future,1,6,Episode 6,87
Wild Galaxy Future,1,7,Episode 7,80
Wild Galaxy Future,1,8,Episode 8,34
Wild Galaxy Future,1,9,Episode 9,57
Wild Galaxy Future,1,10,Episode 10,46
Wild Galaxy Future,1,11,Episode 11,53
Wild Galaxy Future,2,1,Episode 1,70
Wild Galaxy Future,2,2,Episode 2,61
Wild Galaxy Future,2,3,Episode 3,69
Wild Galaxy Future,2,4,Episode 4,79
Wild Galaxy Future,2,5,Episode 5,82
Wild Galaxy Future,2,6,Episode 6,63
Wild Galaxy Future,2,7,Episode 7,87
Wild Galaxy Future,2,8,Episode 8,32
Wild Galaxy Future,2,9,Episode 9,49
Wild Galaxy Future,2,10,Episode 10,40
Wild Galaxy Future,3,1,Episode 1,86
Wild Galaxy Future,3,2,Episode 2,30
Wild Galaxy Future,3,3,Episode 3,81
Wild Galaxy Future,3,4,Episode 4,75
Wild Galaxy Future,3,5,Episode 5,30
Wild Galaxy Future,3,6,Episode 6,55
Wild Galaxy Future,3,7,Episode 7,33
Wild Galaxy Future,3,8,Episode 8,32
Wild Galaxy Future,3,9,Episode 9,72
Horizon Broken Wild,1,1,Episode 1,39
Horizon Broken Wild,1,2,Episode 2,31
Horizon Broken Wild,1,3,Episode 3,78
Horizon Broken Wild,1,4,Episode 4,33
Horizon Broken Wild,1,5,Episode 5,81
Horizon Broken Wild,1,6,Episode 6,63
Horizon Broken Wild,2,1,Episode 1,87
Horizon Broken Wild,2,2,Episode 2,49
Horizon Broken Wild,2,3,Episode 3,67
Horizon Broken Wild,2,4,Episode 4,52
Horizon Broken Wild,2,5,Episode 5,79
Horizon Broken Wild,2,6,Episode 6,54
Horizon Broken Wild,2,7,Episode 7,56
Horizon Broken Wild,2,8,Episode 8,76
Horizon Broken Wild,3,1,Episode 1,31
Horizon Broken Wild,3,2,Episode 2,71
Horizon Broken Wild,3,3,Episode 3,57
Horizon Broken Wild,3,4,Episode 4,82
Horizon Broken Wild,3,5,Episode 5,78
Horizon Broken Wild,3,6,Episode 6,76
Horizon Broken Wild,3,7,Episode 7,74
Horizon Broken Wild,3,8,Episode 8,65
Horizon Broken Wild,3,9,Episode 9,45
Horizon Broken Wild,4,1,Episode 1,81
Horizon Broken Wild,4,2,Episode 2,52
Horizon Broken Wild,4,3,Episode 3,70
Horizon Broken Wild,4,4,Episode 4,84
Horizon Broken Wild,4,5,Episode 5,70
Horizon Broken Wild,4,6,Episode 6,63
Horizon Broken Wild,4,7,Episode 7,67
Fury River,1,1,Episode 1,35
Fury River,1,2,Episode 2,35
Fury River,1,3,Episode 3,41
Fury River,1,4,Episode 4,61
Fury River,1,5,Episode 5,35
Fury River,1,6,Episode 6,78
Fury River,1,7,Episode 7,70
Fury River,1,8,Episode 8,81
Fury River,1,9,Episode 9,71
Fury River,1,10,Episode 10,42
Fury River,2,1,Episode 1,80
Fury River,2,2,Episode 2,71
Fury River,2,3,Episode 3,84
Fury River,2,4,Episode 4,86
Fury River,2,5,Episode 5,41
Fury River,2,6,Episode 6,88
Fury River,2,7,Episode 7,88
Fury River,2,8,Episode 8,55
Fury River,2,9,Episode 9,82
Fury River,2,10,Episode 10,66
Fury River,2,11,Episode 11,79
Fury River,3,1,Episode 1,32
Fury River,3,2,Episode 2,60
Fury River,3,3,Episode 3,37
Fury River,3,4,Episode 4,71
Fury River,3,5,Episode 5,80
Fury River,3,6,Episode 6,44
Secret Ancient Magic,1,1,Episode 1,34
Secret Ancient Magic,1,2,Episode 2,86
Secret Ancient Magic,1,3,Episode 3,34
Secret Ancient Magic,1,4,Episode 4,84
Secret Ancient Magic,1,5,Episode 5,53
Secret Ancient Magic,1,6,Episode 6,34
Secret Ancient Magic,1,7,Episode 7,30
Secret Ancient Magic,1,8,Episode 8,51
Secret Ancient Magic,1,9,Episode 9,73
Secret Ancient Magic,1,10,Episode 10,78
Secret Ancient Magic,1,11,Episode 11,53
Secret Ancient Magic,2,1,Episode 1,36
Secret Ancient Magic,2,2,Episode 2,37
Secret Ancient Magic,2,3,Episode 3,34
Secret Ancient Magic,2,4,Episode 4,40
Secret Ancient Magic,2,5,Episode 5,55
Secret Ancient Magic,2,6,Episode 6,67
Secret Ancient Magic,2,7,Episode 7,81
Secret Ancient Magic,2,8,Episode 8,85
Secret Ancient Magic,3,1,Episode 1,37
Secret Ancient Magic,3,2,Episode 2,31
Secret Ancient Magic,3,3,Episode 3,52
Secret Ancient Magic,3,4,Episode 4,89
Secret Ancient Magic,3,5,Episode 5,32
Secret Ancient Magic,3,6,Episode 6,48
Secret Ancient Magic,3,7,Episode 7,52
Fading Storm,1,1,Episode 1,73
Fading Storm,1,2,Episode 2,57
Fading Storm,1,3,Episode 3,49
Fading Storm,1,4,Episode 4,83
Fading Storm,1,5,Episode 5,66
Fading Storm,1,6,Episode 6,34
Fading Storm,1,7,Episode 7,85
Fading Storm,2,1,Episode 1,32
Fading Storm,2,2,Episode 2,38
Fading Storm,2,3,Episode 3,54
Fading Storm,2,4,Episode 4,37
Fading Storm,2,5,Episode 5,71
Fading Storm,2,6,Episode 6,45
Fading Storm,2,7,Episode 7,89
Fading Storm,2,8,Episode 8,66
Fading Storm,2,9,Episode 9,35
Fading Storm,2,10,Episode 10,74
Fading Storm,3,1,Episode 1,88
Fading Storm,3,2,Episode 2,58
Fading Storm,3,3,Episode 3,47
Fading Storm,3,4,Episode 4,33
Fading Storm,3,5,Episode 5,61
Fading Storm,3,6,Episode 6,87
Fading Storm,4,1,Episode 1,85
Fading Storm,4,2,Episode 2,77
Fading Storm,4,3,Episode 3,87
Fading Storm,4,4,Episode 4,48
Fading Storm,4,5,Episode 5,56
Fading Storm,4,6,Episode 6,38
Fading Storm,4,7,Episode 7,83
Fading Storm,4,8,Episode 8,63
Fading Storm,4,9,Episode 9,40
Fading Storm,4,10,Episode 10,87
Fading Storm,4,11,Episode 11,74
Nightfall Legends Silent,1,1,Episode 1,51
Nightfall Legends Silent,1,2,Episode 2,53
Nightfall Legends Silent,1,3,Episode 3,50
Nightfall Legends Silent,1,4,Episode 4,66
Nightfall Legends Silent,1,5,Episode 5,51
Nightfall Legends Silent,1,6,Episode 6,52
Nightfall Legends Silent,1,7,Episode 7,35
Nightfall Legends Silent,1,8,Episode 8,49
Nightfall Legends Silent,1,9,Episode 9,72
Nightfall Legends Silent,2,1,Episode 1,38
Nightfall Legends Silent,2,2,Episode 2,42
Nightfall Legends Silent,2,3,Episode 3,53
Nightfall Legends Silent,2,4,Episode 4,78
Nightfall Legends Silent,2,5,Episode 5,35
Nightfall Legends Silent,2,6,Episode 6,58
Nightfall Legends Silent,2,7,Episode 7,82
Nightfall Legends Silent,2,8,Episode 8,64
Nightfall Legends Silent,2,9,Episode 9,33
Nightfall Legends Silent,3,1,Episode 1,70
Nightfall Legends Silent,3,2,Episode 2,65
Nightfall Legends Silent,3,3,Episode 3,38
Nightfall Legends Silent,3,4,Episode 4,59
Nightfall Legends Silent,3,5,Episode 5,50
Nightfall Legends Silent,3,6,Episode 6,30
Nightfall Legends Silent,3,7,Episode 7,76
Nightfall Legends Silent,3,8,Episode 8,76
Nightfall Legends Silent,4,1,Episode 1,30
Nightfall Legends Silent,4,2,Episode 2,43
Nightfall Legends Silent,4,3,Episode 3,85
Nightfall Legends Silent,4,4,Episode 4,80
Nightfall Legends Silent,4,5,Episode 5,46
Nightfall Legends Silent,4,6,Episode 6,48
Nightfall Legends Silent,4,7,Episode 7,64
Nightfall Legends Silent,4,8,Episode 8,33
Nightfall Legends Silent,4,9,Episode 9,39
Phantom Eclipse River,1,1,Episode 1,54
Phantom Eclipse River,1,2,Episode 2,41
Phantom Eclipse River,1,3,Episode 3,70
Phantom Eclipse River,1,4,Episode 4,41
Phantom Eclipse River,1,5,Episode 5,84
Phantom Eclipse River,1,6,Episode 6,30
Phantom Eclipse River,1,7,Episode 7,57
Phantom Eclipse River,1,8,Episode 8,40
Phantom Eclipse River,1,9,Episode 9,68
Phantom Eclipse River,1,10,Episode 10,38
Phantom Eclipse River,1,11,Episode 11,68
Phantom Eclipse River,2,1,Episode 1,80
Phantom Eclipse River,2,2,Episode 2,86
Phantom Eclipse River,2,3,Episode 3,52
Phantom Eclipse River,2,4,Episode 4,51
Phantom Eclipse River,2,5,Episode 5,46
Phantom Eclipse River,2,6,Episode 6,76
Phantom Eclipse River,2,7,Episode 7,79
Phantom Eclipse River,2,8,Episode 8,64
Phantom Eclipse River,2,9,Episode 9,79
Phantom Eclipse River,2,10,Episode 10,49
Phantom Eclipse River,3,1,Episode 1,31
Phantom Eclipse River,3,2,Episode 2,61
Phantom Eclipse River,3,3,Episode 3,75
Phantom Eclipse River,3,4,Episode 4,69
Phantom Eclipse River,3,5,Episode 5,80
Phantom Eclipse River,3,6,Episode 6,33
Phantom Eclipse River,3,7,Episode 7,61
Phantom Eclipse River,3,8,Episode 8,59
Phantom Eclipse River,3,9,Episode 9,55
Phantom Eclipse River,4,1,Episode 1,89
Phantom Eclipse River,4,2,Episode 2,70
Phantom Eclipse River,4,3,Episode 3,86
Phantom Eclipse River,4,4,Episode 4,49
Phantom Eclipse River,4,5,Episode 5,48
Phantom Eclipse River,4,6,Episode 6,80
Phantom Eclipse River,4,7,Episode 7,52
Phantom Eclipse River,4,8,Episode 8,77
Kingdom Ancient Midnight,1,1,Episode 1,86
Kingdom Ancient Midnight,1,2,Episode 2,52
Kingdom Ancient Midnight,1,3,Episode 3,37
Kingdom Ancient Midnight,1,4,Episode 4,60
Kingdom Ancient Midnight,1,5,Episode 5,85
Kingdom Ancient Midnight,1,6,Episode 6,87
Kingdom Ancient Midnight,1,7,Episode 7,46
Kingdom Ancient Midnight,1,8,Episode 8,61
Kingdom Ancient Midnight,2,1,Episode 1,49
Kingdom Ancient Midnight,2,2,Episode 2,37
Kingdom Ancient Midnight,2,3,Episode 3,85
Kingdom Ancient Midnight,2,4,Episode 4,62
Kingdom Ancient Midnight,2,5,Episode 5,52
Kingdom Ancient Midnight,2,6,Episode 6,81
Kingdom Ancient Midnight,2,7,Episode 7,61
Kingdom Ancient Midnight,2,8,Episode 8,53
Kingdom Ancient Midnight,2,9,Episode 9,31
Future Silver,1,1,Episode 1,40
Future Silver,1,2,Episode 2,43
Future Silver,1,3,Episode 3,41
Future Silver,1,4,Episode 4,85
Future Silver,1,5,Episode 5,55
Future Silver,1,6,Episode 6,69
Future Silver,1,7,Episode 7,57
Future Silver,1,8,Episode 8,53
Future Silver,1,9,Episode 9,35
Future Silver,2,1,Episode 1,59
Future Silver,2,2,Episode 2,71
Future Silver,2,3,Episode 3,43
Future Silver,2,4,Episode 4,66
Future Silver,2,5,Episode 5,71
Future Silver,2,6,Episode 6,61
Future Silver,2,7,Episode 7,32
Future Silver,2,8,Episode 8,57
Future Silver,2,9,Episode 9,37
Magic Eclipse Legends,1,1,Episode 1,65
Magic Eclipse Legends,1,2,Episode 2,40
Magic Eclipse Legends,1,3,Episode 3,50
Magic Eclipse Legends,1,4,Episode 4,51
Magic Eclipse Legends,1,5,Episode 5,50
Magic Eclipse Legends,1,6,Episode 6,55
Magic Eclipse Legends,1,7,Episode 7,65
Magic Eclipse Legends,1,8,Episode 8,58
Magic Eclipse Legends,1,9,Episode 9,63
Magic Eclipse Legends,1,10,Episode 10,30
Magic Eclipse Legends,2,1,Episode 1,49
Magic Eclipse Legends,2,2,Episode 2,65
Magic Eclipse Legends,2,3,Episode 3,59
Magic Eclipse Legends,2,4,Episode 4,70
Magic Eclipse Legends,2,5,Episode 5,57
Magic Eclipse Legends,2,6,Episode 6,81
Magic Eclipse Legends,2,7,Episode 7,89
Magic Eclipse Legends,2,8,Episode 8,36
Magic Eclipse Legends,2,9,Episode 9,44
Fading Silver Horizon,1,1,Episode 1,37
Fading Silver Horizon,1,2,Episode 2,85
Fading Silver Horizon,1,3,Episode 3,34
Fading Silver Horizon,1,4,Episode 4,65
Fading Silver Horizon,1,5,Episode 5,54
Fading Silver Horizon,1,6,Episode 6,41
Fading Silver Horizon,1,7,Episode 7,63
Fading Silver Horizon,1,8,Episode 8,84
Fading Silver Horizon,1,9,Episode 9,56
Fading Silver Horizon,1,10,Episode 10,59
Fading Silver Horizon,2,1,Episode 1,58
Fading Silver Horizon,2,2,Episode 2,54
Fading Silver Horizon,2,3,Episode 3,72
Fading Silver Horizon,2,4,Episode 4,52
Fading Silver Horizon,2,5,Episode 5,89
Fading Silver Horizon,2,6,Episode 6,87
Fading Silver Horizon,2,7,Episode 7,51
Fading Silver Horizon,2,8,Episode 8,80
Fading Silver Horizon,2,9,Episode 9,71
Fading Silver Horizon,3,1,Episode 1,37
Fading Silver Horizon,3,2,Episode 2,87
Fading Silver Horizon,3,3,Episode 3,58
Fading Silver Horizon,3,4,Episode 4,68
Fading Silver Horizon,3,5,Episode 5,76
Fading Silver Horizon,3,6,Episode 6,62
Fading Silver Horizon,3,7,Episode 7,32
Fading Silver Horizon,3,8,Episode 8,38
Fading Silver Horizon,3,9,Episode 9,63
Fading Silver Horizon,4,1,Episode 1,81
Fading Silver Horizon,4,2,Episode 2,48
Fading Silver Horizon,4,3,Episode 3,60
Fading Silver Horizon,4,4,Episode 4,38
Fading Silver Horizon,4,5,Episode 5,79
Fading Silver Horizon,4,6,Episode 6,47
Fading Silver Horizon,4,7,Episode 7,81
Fading Silver Horizon,4,8,Episode 8,62
Fading Silver Horizon,4,9,Episode 9,87
Fading Silver Horizon,4,10,Episode 10,59
Fading Silver Horizon,4,11,Episode 11,65
Voyager Past Fading,1,1,Episode 1,78
Voyager Past Fading,1,2,Episode 2,44
Voyager Past Fading,1,3,Episode 3,85
Voyager Past Fading,1,4,Episode 4,51
Voyager Past Fading,1,5,Episode 5,57
Voyager Past Fading,1,6,Episode 6,74
Voyager Past Fading,1,7,Episode 7,62
Voyager Past Fading,1,8,Episode 8,73
Voyager Eternal Silent,1,1,Episode 1,74
Voyager Eternal Silent,1,2,Episode 2,57
Voyager Eternal Silent,1,3,Episode 3,82
Voyager Eternal Silent,1,4,Episode 4,83
Voyager Eternal Silent,1,5,Episode 5,89
Voyager Eternal Silent,1,6,Episode 6,85
Voyager Eternal Silent,1,7,Episode 7,88
Voyager Eternal Silent,1,8,Episode 8,40
Voyager Eternal Silent,2,1,Episode 1,33
Voyager Eternal Silent,2,2,Episode 2,85
Voyager Eternal Silent,2,3,Episode 3,33
Voyager Eternal Silent,2,4,Episode 4,88
Voyager Eternal Silent,2,5,Episode 5,50
Voyager Eternal Silent,2,6,Episode 6,76
Voyager Eternal Silent,2,7,Episode 7,52
Voyager Eternal Silent,2,8,Episode 8,32
Voyager Eternal Silent,2,9,Episode 9,37
Voyager Eternal Silent,3,1,Episode 1,71
Voyager Eternal Silent,3,2,Episode 2,79
Voyager Eternal Silent,3,3,Episode 3,43
Voyager Eternal Silent,3,4,Episode 4,82
Voyager Eternal Silent,3,5,Episode 5,86
Voyager Eternal Silent,3,6,Episode 6,41
Voyager Eternal Silent,3,7,Episode 7,64
Voyager Eternal Silent,3,8,Episode 8,70
Voyager Eternal Silent,3,9,Episode 9,68
Voyager Eternal Silent,3,10,Episode 10,61
Voyager Eternal Silent,4,1,Episode 1,80
Voyager Eternal Silent,4,2,Episode 2,88
Voyager Eternal Silent,4,3,Episode 3,83
Voyager Eternal Silent,4,4,Episode 4,66
Voyager Eternal Silent,4,5,Episode 5,52
Voyager Eternal Silent,4,6,Episode 6,51
Silent Future Eternal,1,1,Episode 1,76
Silent Future Eternal,1,2,Episode 2,77
Silent Future Eternal,1,3,Episode 3,34
Silent Future Eternal,1,4,Episode 4,63
Silent Future Eternal,1,5,Episode 5,48
Silent Future Eternal,1,6,Episode 6,64
Silent Future Eternal,1,7,Episode 7,45
Silent Future Eternal,2,1,Episode 1,81
Silent Future Eternal,2,2,Episode 2,56
Silent Future Eternal,2,3,Episode 3,80
Silent Future Eternal,2,4,Episode 4,35
Silent Future Eternal,2,5,Episode 5,51
Silent Future Eternal,2,6,Episode 6,36
Silent Future Eternal,2,7,Episode 7,37
Broken Dreams River,1,1,Episode 1,48
Broken Dreams River,1,2,Episode 2,51
Broken Dreams River,1,3,Episode 3,86
Broken Dreams River,1,4,Episode 4,78
Broken Dreams River,1,5,Episode 5,55
Broken Dreams River,1,6,Episode 6,35
Broken Dreams River,1,7,Episode 7,50
Silent Legends Neon,1,1,Episode 1,30
Silent Legends Neon,1,2,Episode 2,65
Silent Legends Neon,1,3,Episode 3,74
Silent Legends Neon,1,4,Episode 4,60
Silent Legends Neon,1,5,Episode 5,79
Silent Legends Neon,1,6,Episode 6,41
Silent Legends Neon,1,7,Episode 7,81
Silent Legends Neon,1,8,Episode 8,34
Silent Legends Neon,2,1,Episode 1,88
Silent Legends Neon,2,2,Episode 2,47
Silent Legends Neon,2,3,Episode 3,72
Silent Legends Neon,2,4,Episode 4,49
Silent Legends Neon,2,5,Episode 5,75
Silent Legends Neon,2,6,Episode 6,43
Ancient Golden,1,1,Episode 1,88
Ancient Golden,1,2,Episode 2,57
Ancient Golden,1,3,Episode 3,45
Ancient Golden,1,4,Episode 4,57
Ancient Golden,1,5,Episode 5,55
Ancient Golden,1,6,Episode 6,42
Ancient Golden,1,7,Episode 7,31
Ancient Golden,2,1,Episode 1,62
Ancient Golden,2,2,Episode 2,71
Ancient Golden,2,3,Episode 3,74
Ancient Golden,2,4,Episode 4,72
Ancient Golden,2,5,Episode 5,42
Ancient Golden,2,6,Episode 6,86
Ancient Golden,2,7,Episode 7,78
Ancient Golden,3,1,Episode 1,77
Ancient Golden,3,2,Episode 2,47
Ancient Golden,3,3,Episode 3,40
Ancient Golden,3,4,Episode 4,58
Ancient Golden,3,5,Episode 5,57
Ancient Golden,3,6,Episode 6,74
Ancient Golden,3,7,Episode 7,50
Ancient Golden,3,8,Episode 8,64
Ancient Golden,3,9,Episode 9,39
Ancient Golden,3,10,Episode 10,36
Ancient Golden,4,1,Episode 1,82
Ancient Golden,4,2,Episode 2,65
Ancient Golden,4,3,Episode 3,82
Ancient Golden,4,4,Episode 4,72
Ancient Golden,4,5,Episode 5,76
Ancient Golden,4,6,Episode 6,45
Ancient Golden,4,7,Episode 7,75
Ancient Golden,4,8,Episode 8,41
Ancient Golden,4,9,Episode 9,79
Kingdom Sky Secret,1,1,Episode 1,61
Kingdom Sky Secret,1,2,Episode 2,77
Kingdom Sky Secret,1,3,Episode 3,62
Kingdom Sky Secret,1,4,Episode 4,86
Kingdom Sky Secret,1,5,Episode 5,60
Kingdom Sky Secret,1,6,Episode 6,84
Kingdom Sky Secret,1,7,Episode 7,42
Kingdom Sky Secret,1,8,Episode 8,39
Kingdom Sky Secret,1,9,Episode 9,51
Kingdom Sky Secret,1,10,Episode 10,58
Secret Nightfall,1,1,Episode 1,40
Secret Nightfall,1,2,Episode 2,42
Secret Nightfall,1,3,Episode 3,75
Secret Nightfall,1,4,Episode 4,53
Secret Nightfall,1,5,Episode 5,70
Secret Nightfall,1,6,Episode 6,52
Secret Nightfall,1,7,Episode 7,39
Secret Nightfall,1,8,Episode 8,44
Secret Nightfall,1,9,Episode 9,42
Secret Nightfall,2,1,Episode 1,36
Secret Nightfall,2,2,Episode 2,59
Secret Nightfall,2,3,Episode 3,70
Secret Nightfall,2,4,Episode 4,58
Secret Nightfall,2,5,Episode 5,34
Secret Nightfall,2,6,Episode 6,30
Secret Nightfall,2,7,Episode 7,32
Secret Nightfall,2,8,Episode 8,89
Secret Nightfall,2,9,Episode 9,71
Secret Nightfall,3,1,Episode 1,62
Secret Nightfall,3,2,Episode 2,82
Secret Nightfall,3,3,Episode 3,83
Secret Nightfall,3,4,Episode 4,87
Secret Nightfall,3,5,Episode 5,55
Secret Nightfall,3,6,Episode 6,53
Secret Nightfall,3,7,Episode 7,66
Secret Nightfall,3,8,Episode 8,89
Secret Nightfall,4,1,Episode 1,56
Secret Nightfall,4,2,Episode 2,71
Secret Nightfall,4,3,Episode 3,56
Secret Nightfall,4,4,Episode 4,53
Secret Nightfall,4,5,Episode 5,37
Secret Nightfall,4,6,Episode 6,41
Secret Nightfall,4,7,Episode 7,55
Secret Nightfall,4,8,Episode 8,80
Secret Nightfall,4,9,Episode 9,82
Broken Fury,1,1,Episode 1,79
Broken Fury,1,2,Episode 2,45
Broken Fury,1,3,Episode 3,71
Broken Fury,1,4,Episode 4,81
Broken Fury,1,5,Episode 5,68
Broken Fury,1,6,Episode 6,88
Broken Fury,1,7,Episode 7,41
Broken Fury,2,1,Episode 1,49
Broken Fury,2,2,Episode 2,60
Broken Fury,2,3,Episode 3,57
Broken Fury,2,4,Episode 4,62
Broken Fury,2,5,Episode 5,63
Broken Fury,2,6,Episode 6,40
Broken Fury,2,7,Episode 7,78
Broken Fury,2,8,Episode 8,62
Broken Fury,2,9,Episode 9,41
Broken Fury,3,1,Episode 1,64
Broken Fury,3,2,Episode 2,73
Broken Fury,3,3,Episode 3,79
Broken Fury,3,4,Episode 4,59
Broken Fury,3,5,Episode 5,62
Broken Fury,3,6,Episode 6,38
Broken Fury,3,7,Episode 7,42
Broken Fury,3,8,Episode 8,65
Broken Fury,3,9,Episode 9,58
Broken Fury,3,10,Episode 10,35
Nightfall Fading,1,1,Episode 1,77
Nightfall Fading,1,2,Episode 2,79
Nightfall Fading,1,3,Episode 3,44
Nightfall Fading,1,4,Episode 4,51
Nightfall Fading,1,5,Episode 5,66
Nightfall Fading,1,6,Episode 6,71
Nightfall Fading,1,7,Episode 7,76
Nightfall Fading,1,8,Episode 8,54
Nightfall Fading,1,9,Episode 9,80
Nightfall Fading,2,1,Episode 1,88
Nightfall Fading,2,2,Episode 2,46
Nightfall Fading,2,3,Episode 3,46
Nightfall Fading,2,4,Episode 4,56
Nightfall Fading,2,5,Episode 5,32
Nightfall Fading,2,6,Episode 6,31
Nightfall Fading,2,7,Episode 7,46
Nightfall Fading,2,8,Episode 8,72
Nightfall Fading,3,1,Episode 1,30
Nightfall Fading,3,2,Episode 2,60
Nightfall Fading,3,3,Episode 3,45
Nightfall Fading,3,4,Episode 4,58
Nightfall Fading,3,5,Episode 5,58
Nightfall Fading,3,6,Episode 6,73
Nightfall Fading,3,7,Episode 7,32
Nightfall Fading,3,8,Episode 8,66
Nightfall Fading,3,9,Episode 9,81
Nightfall Fading,3,10,Episode 10,72
Nightfall Fading,3,11,Episode 11,34
Nightfall Fading,4,1,Episode 1,86
Nightfall Fading,4,2,Episode 2,75
Nightfall Fading,4,3,Episode 3,38
Nightfall Fading,4,4,Episode 4,39
Nightfall Fading,4,5,Episode 5,73
Nightfall Fading,4,6,Episode 6,65
Nightfall Fading,4,7,Episode 7,62
Nightfall Fading,4,8,Episode 8,77
Nightfall Fading,4,9,Episode 9,64
Rising Star,1,1,Episode 1,40
Rising Star,1,2,Episode 2,76
Rising Star,1,3,Episode 3,55
Rising Star,1,4,Episode 4,76
Rising Star,1,5,Episode 5,37
Rising Star,1,6,Episode 6,87
Rising Star,1,7,Episode 7,35
Rising Star,1,8,Episode 8,48
Rising Star,1,9,Episode 9,61
Rising Star,1,10,Episode 10,34
Rising Star,2,1,Episode 1,53
Rising Star,2,2,Episode 2,69
Rising Star,2,3,Episode 3,79
Rising Star,2,4,Episode 4,75
Rising Star,2,5,Episode 5,32
Rising Star,2,6,Episode 6,32
Rising Star,2,7,Episode 7,40
Rising Star,2,8,Episode 8,49
Rising Star,2,9,Episode 9,79
Rising Star,2,10,Episode 10,62
Rising Star,2,11,Episode 11,69
Rising Star,3,1,Episode 1,45
Rising Star,3,2,Episode 2,71
Rising Star,3,3,Episode 3,67
Rising Star,3,4,Episode 4,74
Rising Star,3,5,Episode 5,67
Rising Star,3,6,Episode 6,47
Rising Star,3,7,Episode 7,84
Rising Star,3,8,Episode 8,50
Rising Star,3,9,Episode 9,39
Rising Star,3,10,Episode 10,55
Rising Star,4,1,Episode 1,69
Rising Star,4,2,Episode 2,52
Rising Star,4,3,Episode 3,82
Rising Star,4,4,Episode 4,84
Rising Star,4,5,Episode 5,81
Rising Star,4,6,Episode 6,73
Rising Star,4,7,Episode 7,56
Rising Star,4,8,Episode 8,60
Rising Star,4,9,Episode 9,72
Rising Star,4,10,Episode 10,40
Rising Star,4,11,Episode 11,33
Shadow Crimson,1,1,Episode 1,76
Shadow Crimson,1,2,Episode 2,53
Shadow Crimson,1,3,Episode 3,79
Shadow Crimson,1,4,Episode 4,46
Shadow Crimson,1,5,Episode 5,71
Shadow Crimson,1,6,Episode 6,70
Shadow Crimson,1,7,Episode 7,79
Shadow Crimson,1,8,Episode 8,44
Shadow Crimson,1,9,Episode 9,77
Shadow Crimson,2,1,Episode 1,54
Shadow Crimson,2,2,Episode 2,74
Shadow Crimson,2,3,Episode 3,83
Shadow Crimson,2,4,Episode 4,33
Shadow Crimson,2,5,Episode 5,43
Shadow Crimson,2,6,Episode 6,89
Shadow Crimson,3,1,Episode 1,73
Shadow Crimson,3,2,Episode 2,57
Shadow Crimson,3,3,Episode 3,66
Shadow Crimson,3,4,Episode 4,46
Shadow Crimson,3,5,Episode 5,82
Shadow Crimson,3,6,Episode 6,43
Shadow Crimson,3,7,Episode 7,39
Shadow Crimson,3,8,Episode 8,56
Shadow Crimson,3,9,Episode 9,64
Shadow Crimson,3,10,Episode 10,44
Shadow Crimson,3,11,Episode 11,49
Golden Crimson,1,1,Episode 1,48
Golden Crimson,1,2,Episode 2,43
Golden Crimson,1,3,Episode 3,84
